Player,Liga,Pos,Squad,Height,Value
manu sanchez,LaLiga,Left-Back,Deportivo Alavés,1.71,6000000.0
eneko ortiz,LaLiga,Left-Back,Deportivo Alavés,,150000.0
nahuel tenaglia,LaLiga,Right-Back,Deportivo Alavés,1.81,3000000.0
hugo novoa,LaLiga,Right-Back,Deportivo Alavés,1.82,1500000.0
egoitz munoz,LaLiga,Right-Back,Deportivo Alavés,,200000.0
alejandro jay,LaLiga,Right-Back,Deportivo Alavés,1.81,150000.0
antonio blanco,LaLiga,Defensive Midfield,Deportivo Alavés,1.76,10000000.0
carlos protesoni,LaLiga,Defensive Midfield,Deportivo Alavés,1.85,1200000.0
ander guevara,LaLiga,Central Midfield,Deportivo Alavés,1.8,3500000.0
jon guridi,LaLiga,Central Midfield,Deportivo Alavés,1.79,3000000.0
carles alena,LaLiga,Central Midfield,Deportivo Alavés,1.8,2500000.0
joan jordan,LaLiga,Central Midfield,Deportivo Alavés,1.85,2500000.0
daouda doumbia,LaLiga,Central Midfield,Deportivo Alavés,1.88,200000.0
lander pinillos,LaLiga,Attacking Midfield,Deportivo Alavés,,150000.0
carlos martin,LaLiga,Left Winger,Deportivo Alavés,1.84,2800000.0
luis rioja,LaLiga,Left Winger,Deportivo Alavés,1.76,2000000.0
tomas conechny,LaLiga,Left Winger,Deportivo Alavés,1.76,1800000.0
abde rebbach,LaLiga,Left Winger,Deportivo Alavés,1.76,700000.0
carlos vicente,LaLiga,Right Winger,Deportivo Alavés,1.79,10000000.0
luka romero,LaLiga,Right Winger,Deportivo Alavés,1.69,4000000.0
julen lartitegi,LaLiga,Right Winger,Deportivo Alavés,1.84,50000.0
stoichkov,LaLiga,Second Striker,Deportivo Alavés,1.78,1500000.0
joaquin panichelli,LaLiga,Centre-Forward,Deportivo Alavés,1.9,7000000.0
toni martinez,LaLiga,Centre-Forward,Deportivo Alavés,1.87,2500000.0
asier villalibre,LaLiga,Centre-Forward,Deportivo Alavés,1.82,1200000.0
kike garcia,LaLiga,Centre-Forward,Deportivo Alavés,1.86,900000.0
pau cabanes,LaLiga,Centre-Forward,Deportivo Alavés,1.79,800000.0
david soria,LaLiga,Goalkeeper,Getafe CF,1.92,3000000.0
jiri letacek,LaLiga,Goalkeeper,Getafe CF,1.96,2000000.0
jorge benito,LaLiga,Goalkeeper,Getafe CF,,25000.0
djordjije medenica,LaLiga,Goalkeeper,Getafe CF,,
diego ferrer,LaLiga,Goalkeeper,Getafe CF,,
omar alderete,LaLiga,Centre-Back,Getafe CF,1.88,8000000.0
djene,LaLiga,Centre-Back,Getafe CF,1.78,1800000.0
juan berrocal,LaLiga,Centre-Back,Getafe CF,1.87,1500000.0
domingos duarte,LaLiga,Centre-Back,Getafe CF,1.92,800000.0
nabil aberdin,LaLiga,Centre-Back,Getafe CF,1.92,700000.0
luca lohr,LaLiga,Centre-Back,Getafe CF,1.93,150000.0
guillem trilla,LaLiga,Centre-Back,Getafe CF,,25000.0
juan bernat,LaLiga,Left-Back,Getafe CF,1.7,2000000.0
diego rico,LaLiga,Left-Back,Getafe CF,1.83,1200000.0
david arguelles,LaLiga,Left-Back,Getafe CF,1.75,100000.0
gorka rivera,LaLiga,Left-Back,Getafe CF,,100000.0
juan iglesias,LaLiga,Right-Back,Getafe CF,1.87,3500000.0
allan nyom,LaLiga,Right-Back,Getafe CF,1.89,300000.0
ismael bekhoucha,LaLiga,Right-Back,Getafe CF,1.76,300000.0
mauro arambarri,LaLiga,Central Midfield,Getafe CF,1.75,12000000.0
ramon terrats,LaLiga,Central Midfield,Getafe CF,1.81,4000000.0
luis milla,LaLiga,Central Midfield,Getafe CF,1.75,3500000.0
carles alena,LaLiga,Central Midfield,Getafe CF,1.8,2500000.0
john patrick,LaLiga,Central Midfield,Getafe CF,1.92,1200000.0
yellu santiago,LaLiga,Central Midfield,Getafe CF,1.92,900000.0
christantus uche,LaLiga,Attacking Midfield,Getafe CF,1.9,15000000.0
alberto risco,LaLiga,Attacking Midfield,Getafe CF,,200000.0
coba da costa,LaLiga,Left Winger,Getafe CF,1.82,3000000.0
juanmi,LaLiga,Left Winger,Getafe CF,1.72,2000000.0
abdoulaye keita,LaLiga,Left Winger,Getafe CF,1.86,200000.0
alex sola,LaLiga,Right Winger,Getafe CF,1.78,2500000.0
carles perez,LaLiga,Right Winger,Getafe CF,1.73,2000000.0
peter federico,LaLiga,Right Winger,Getafe CF,1.8,1200000.0
borja mayoral,LaLiga,Centre-Forward,Getafe CF,1.82,7500000.0
alvaro rodriguez,LaLiga,Centre-Forward,Getafe CF,1.93,2500000.0
bertug yldrm,LaLiga,Centre-Forward,Getafe CF,1.91,2000000.0
martin cuellar,LaLiga,Centre-Forward,Getafe CF,1.91,
dominik greif,LaLiga,Goalkeeper,RCD Mallorca,1.97,6000000.0
leo roman,LaLiga,Goalkeeper,RCD Mallorca,1.89,5000000.0
ivan cuellar,LaLiga,Goalkeeper,RCD Mallorca,1.87,100000.0
pere garcia,LaLiga,Goalkeeper,RCD Mallorca,1.93,50000.0
martin valjent,LaLiga,Centre-Back,RCD Mallorca,1.87,6000000.0
jose copete,LaLiga,Centre-Back,RCD Mallorca,1.9,3000000.0
siebe van der heyden,LaLiga,Centre-Back,RCD Mallorca,1.85,2500000.0
antonio raillo,LaLiga,Centre-Back,RCD Mallorca,1.87,1800000.0
david lopez,LaLiga,Centre-Back,RCD Mallorca,1.95,500000.0
sebas wade,LaLiga,Centre-Back,RCD Mallorca,1.9,25000.0
johan mojica,LaLiga,Left-Back,RCD Mallorca,1.85,2000000.0
toni lato,LaLiga,Left-Back,RCD Mallorca,1.71,1800000.0
pablo maffeo,LaLiga,Right-Back,RCD Mallorca,1.72,5000000.0
mateu morey,LaLiga,Right-Back,RCD Mallorca,1.73,800000.0
samu costa,LaLiga,Defensive Midfield,RCD Mallorca,1.85,15000000.0
omar mascarell,LaLiga,Defensive Midfield,RCD Mallorca,1.81,900000.0
sergi darder,LaLiga,Central Midfield,RCD Mallorca,1.8,4000000.0
manu morlanes,LaLiga,Central Midfield,RCD Mallorca,1.78,2500000.0
antonio sanchez,LaLiga,Central Midfield,RCD Mallorca,1.79,2500000.0
jan salas,LaLiga,Central Midfield,RCD Mallorca,1.82,100000.0
dani rodriguez,LaLiga,Attacking Midfield,RCD Mallorca,1.78,800000.0
daniel luna,LaLiga,Attacking Midfield,RCD Mallorca,1.78,500000.0
chiquinho,LaLiga,Left Winger,RCD Mallorca,1.79,2000000.0
javi llabres,LaLiga,Left Winger,RCD Mallorca,1.74,800000.0
robert navarro,LaLiga,Right Winger,RCD Mallorca,1.78,6000000.0
takuma asano,LaLiga,Right Winger,RCD Mallorca,1.73,2500000.0
valery fernandez,LaLiga,Right Winger,RCD Mallorca,1.82,2000000.0
vedat muriqi,LaLiga,Centre-Forward,RCD Mallorca,1.94,5000000.0
cyle larin,LaLiga,Centre-Forward,RCD Mallorca,1.88,3500000.0
abdon prats,LaLiga,Centre-Forward,RCD Mallorca,1.81,1200000.0
marc domenech,LaLiga,Centre-Forward,RCD Mallorca,1.82,1000000.0
augusto batalla,LaLiga,Goalkeeper,Rayo Vallecano,1.86,6000000.0
dani cardenas,LaLiga,Goalkeeper,Rayo Vallecano,1.86,1800000.0
miguel angel morro,LaLiga,Goalkeeper,Rayo Vallecano,1.95,300000.0
juanpe gil,LaLiga,Goalkeeper,Rayo Vallecano,1.88,
miguel benedi,LaLiga,Goalkeeper,Rayo Vallecano,,
adrian molina,LaLiga,Goalkeeper,Rayo Vallecano,,
abdul mumin,LaLiga,Centre-Back,Rayo Vallecano,1.88,5000000.0
florian lejeune,LaLiga,Centre-Back,Rayo Vallecano,1.9,2500000.0
pelayo fernandez,LaLiga,Centre-Back,Rayo Vallecano,1.93,500000.0
aridane hernandez,LaLiga,Centre-Back,Rayo Vallecano,1.88,300000.0
marco de las sias,LaLiga,Centre-Back,Rayo Vallecano,,
sergio lozano,LaLiga,Centre-Back,Rayo Vallecano,,
pep chavarria,LaLiga,Left-Back,Rayo Vallecano,1.74,5000000.0
alfonso espino,LaLiga,Left-Back,Rayo Vallecano,1.72,1200000.0
andrei ratiu,LaLiga,Right-Back,Rayo Vallecano,1.83,12000000.0
ivan balliu,LaLiga,Right-Back,Rayo Vallecano,1.72,1400000.0
gerard gumbau,LaLiga,Defensive Midfield,Rayo Vallecano,1.88,1500000.0
pedro diaz,LaLiga,Central Midfield,Rayo Vallecano,1.8,3000000.0
unai lopez,LaLiga,Central Midfield,Rayo Vallecano,1.7,2500000.0
oscar valentin,LaLiga,Central Midfield,Rayo Vallecano,1.77,2500000.0
pathe ciss,LaLiga,Central Midfield,Rayo Vallecano,1.86,2000000.0
diego mendez,LaLiga,Central Midfield,Rayo Vallecano,1.82,100000.0
james rodriguez,LaLiga,Attacking Midfield,Rayo Vallecano,1.8,2500000.0
randy nteka,LaLiga,Attacking Midfield,Rayo Vallecano,1.89,1500000.0
joni montiel,LaLiga,Attacking Midfield,Rayo Vallecano,1.73,800000.0
oscar trejo,LaLiga,Attacking Midfield,Rayo Vallecano,1.8,500000.0
alvaro garcia,LaLiga,Left Winger,Rayo Vallecano,1.67,2000000.0
jorge de frutos,LaLiga,Right Winger,Rayo Vallecano,1.73,4000000.0
adrian embarba,LaLiga,Right Winger,Rayo Vallecano,1.73,1200000.0
isi palazon,LaLiga,Second Striker,Rayo Vallecano,1.69,3500000.0
sergio camello,LaLiga,Centre-Forward,Rayo Vallecano,1.82,3000000.0
raul de tomas,LaLiga,Centre-Forward,Rayo Vallecano,1.8,700000.0
sergi guardiola,LaLiga,Centre-Forward,Rayo Vallecano,1.85,500000.0
etienne etoo,LaLiga,Centre-Forward,Rayo Vallecano,1.91,200000.0
ederson,Premier League,Goalkeeper,Manchester City,1.88,20000000.0
stefan ortega,Premier League,Goalkeeper,Manchester City,1.85,8000000.0
marcus bettinelli,Premier League,Goalkeeper,Manchester City,1.93,600000.0
scott carson,Premier League,Goalkeeper,Manchester City,1.88,100000.0
spike brits,Premier League,Goalkeeper,Manchester City,,
max hudson,Premier League,Goalkeeper,Manchester City,1.91,
ruben dias,Premier League,Centre-Back,Manchester City,1.87,65000000.0
abdukodir khusanov,Premier League,Centre-Back,Manchester City,1.86,35000000.0
vitor reis,Premier League,Centre-Back,Manchester City,1.86,30000000.0
manuel akanji,Premier League,Centre-Back,Manchester City,1.88,28000000.0
john stones,Premier League,Centre-Back,Manchester City,1.88,25000000.0
nathan ake,Premier League,Centre-Back,Manchester City,1.8,25000000.0
jahmai simpsonpusey,Premier League,Centre-Back,Manchester City,1.87,5000000.0
max alleyne,Premier League,Centre-Back,Manchester City,1.85,500000.0
kaden braithwaite,Premier League,Centre-Back,Manchester City,,
josko gvardiol,Premier League,Left-Back,Manchester City,1.85,75000000.0
rayan aitnouri,Premier League,Left-Back,Manchester City,1.8,35000000.0
nico oreilly,Premier League,Left-Back,Manchester City,1.93,18000000.0
josh wilsonesbrand,Premier League,Left-Back,Manchester City,1.76,4000000.0
rico lewis,Premier League,Right-Back,Manchester City,1.7,40000000.0
kyle walker,Premier League,Right-Back,Manchester City,1.83,4000000.0
issa kabore,Premier League,Right-Back,Manchester City,1.8,4000000.0
rodri,Premier League,Defensive Midfield,Manchester City,1.91,110000000.0
kalvin phillips,Premier League,Defensive Midfield,Manchester City,1.79,12000000.0
jacob wright,Premier League,Defensive Midfield,Manchester City,1.78,800000.0
tijjani reijnders,Premier League,Central Midfield,Manchester City,1.85,60000000.0
nico gonzalez,Premier League,Central Midfield,Manchester City,1.88,40000000.0
matheus nunes,Premier League,Central Midfield,Manchester City,1.83,35000000.0
mateo kovacic,Premier League,Central Midfield,Manchester City,1.77,20000000.0
ilkay gundogan,Premier League,Central Midfield,Manchester City,1.8,5000000.0
bernardo silva,Premier League,Attacking Midfield,Manchester City,1.73,38000000.0
kevin de bruyne,Premier League,Attacking Midfield,Manchester City,1.81,20000000.0
james mcatee,Premier League,Attacking Midfield,Manchester City,1.8,20000000.0
claudio echeverri,Premier League,Attacking Midfield,Manchester City,1.7,18000000.0
jeremy doku,Premier League,Left Winger,Manchester City,1.73,50000000.0
jack grealish,Premier League,Left Winger,Manchester City,1.8,28000000.0
phil foden,Premier League,Right Winger,Manchester City,1.71,100000000.0
savinho,Premier League,Right Winger,Manchester City,1.76,50000000.0
rayan cherki,Premier League,Right Winger,Manchester City,1.77,45000000.0
oscar bobb,Premier League,Right Winger,Manchester City,1.75,25000000.0
farid alfaruprecht,Premier League,Right Winger,Manchester City,1.81,
erling haaland,Premier League,Centre-Forward,Manchester City,1.95,180000000.0
omar marmoush,Premier League,Centre-Forward,Manchester City,1.83,75000000.0
divin mubama,Premier League,Centre-Forward,Manchester City,1.83,4000000.0
robert sanchez,Premier League,Goalkeeper,Chelsea FC,1.97,20000000.0
filip jrgensen,Premier League,Goalkeeper,Chelsea FC,1.92,18000000.0
mike penders,Premier League,Goalkeeper,Chelsea FC,2.0,12000000.0
gabriel slonina,Premier League,Goalkeeper,Chelsea FC,1.93,3500000.0
lucas bergstrom,Premier League,Goalkeeper,Chelsea FC,2.05,700000.0
marcus bettinelli,Premier League,Goalkeeper,Chelsea FC,1.93,600000.0
max merrick,Premier League,Goalkeeper,Chelsea FC,,
ted curd,Premier League,Goalkeeper,Chelsea FC,1.9,
levi colwill,Premier League,Centre-Back,Chelsea FC,1.87,55000000.0
renato veiga,Premier League,Centre-Back,Chelsea FC,1.9,25000000.0
trevoh chalobah,Premier League,Centre-Back,Chelsea FC,1.92,25000000.0
wesley fofana,Premier League,Centre-Back,Chelsea FC,1.85,25000000.0
axel disasi,Premier League,Centre-Back,Chelsea FC,1.91,22000000.0
benoit badiashile,Premier League,Centre-Back,Chelsea FC,1.94,22000000.0
tosin adarabioyo,Premier League,Centre-Back,Chelsea FC,1.97,20000000.0
mamadou sarr,Premier League,Centre-Back,Chelsea FC,1.94,20000000.0
aaron anselmino,Premier League,Centre-Back,Chelsea FC,1.86,8000000.0
harrison murraycampbell,Premier League,Centre-Back,Chelsea FC,1.89,500000.0
kaiden wilson,Premier League,Centre-Back,Chelsea FC,,
marc cucurella,Premier League,Left-Back,Chelsea FC,1.73,35000000.0
ben chilwell,Premier League,Left-Back,Chelsea FC,1.8,15000000.0
ishe samuelssmith,Premier League,Left-Back,Chelsea FC,1.86,700000.0
malo gusto,Premier League,Right-Back,Chelsea FC,1.78,35000000.0
reece james,Premier League,Right-Back,Chelsea FC,1.8,30000000.0
josh acheampong,Premier League,Right-Back,Chelsea FC,1.85,8000000.0
genesis antwi,Premier League,Right-Back,Chelsea FC,,350000.0
richard olise,Premier League,Right-Back,Chelsea FC,1.73,
moises caicedo,Premier League,Defensive Midfield,Chelsea FC,1.78,90000000.0
romeo lavia,Premier League,Defensive Midfield,Chelsea FC,1.81,40000000.0
dario essugo,Premier League,Defensive Midfield,Chelsea FC,1.78,20000000.0
sam raksakyi,Premier League,Defensive Midfield,Chelsea FC,,800000.0
landon emenalo,Premier League,Defensive Midfield,Chelsea FC,1.8,
enzo fernandez,Premier League,Central Midfield,Chelsea FC,1.78,75000000.0
andrey santos,Premier League,Central Midfield,Chelsea FC,1.8,35000000.0
kiernan dewsburyhall,Premier League,Central Midfield,Chelsea FC,1.76,20000000.0
carney chukwuemeka,Premier League,Central Midfield,Chelsea FC,1.88,18000000.0
cesare casadei,Premier League,Central Midfield,Chelsea FC,1.92,15000000.0
mathis amougou,Premier League,Central Midfield,Chelsea FC,1.77,10000000.0
kiano dyer,Premier League,Central Midfield,Chelsea FC,1.78,
reggie walsh,Premier League,Central Midfield,Chelsea FC,1.76,
cole palmer,Premier League,Attacking Midfield,Chelsea FC,1.85,120000000.0
harvey vale,Premier League,Attacking Midfield,Chelsea FC,1.81,1500000.0
omari kellyman,Premier League,Attacking Midfield,Chelsea FC,1.91,1500000.0
jadon sancho,Premier League,Left Winger,Chelsea FC,1.8,28000000.0
tyrique george,Premier League,Left Winger,Chelsea FC,1.81,10000000.0
mykhaylo mudryk,Premier League,Left Winger,Chelsea FC,1.75,
pedro neto,Premier League,Right Winger,Chelsea FC,1.74,50000000.0
noni madueke,Premier League,Right Winger,Chelsea FC,1.82,40000000.0
ato ampah,Premier League,Right Winger,Chelsea FC,1.91,
joao felix,Premier League,Second Striker,Chelsea FC,1.81,20000000.0
joao pedro,Premier League,Centre-Forward,Chelsea FC,1.82,50000000.0
nicolas jackson,Premier League,Centre-Forward,Chelsea FC,1.87,50000000.0
liam delap,Premier League,Centre-Forward,Chelsea FC,1.86,40000000.0
christopher nkunku,Premier League,Centre-Forward,Chelsea FC,1.77,35000000.0
deivid washington,Premier League,Centre-Forward,Chelsea FC,1.87,8000000.0
marc guiu,Premier League,Centre-Forward,Chelsea FC,1.87,8000000.0
david datro fofana,Premier League,Centre-Forward,Chelsea FC,1.82,6000000.0
shumaira mheuka,Premier League,Centre-Forward,Chelsea FC,1.85,800000.0
david raya,Premier League,Goalkeeper,Arsenal FC,1.83,40000000.0
aaron ramsdale,Premier League,Goalkeeper,Arsenal FC,1.9,16000000.0
neto,Premier League,Goalkeeper,Arsenal FC,1.9,1500000.0
jack porter,Premier League,Goalkeeper,Arsenal FC,1.87,400000.0
alexei rojas,Premier League,Goalkeeper,Arsenal FC,1.87,250000.0
tommy setford,Premier League,Goalkeeper,Arsenal FC,1.85,
william saliba,Premier League,Centre-Back,Arsenal FC,1.92,80000000.0
gabriel magalhaes,Premier League,Centre-Back,Arsenal FC,1.9,75000000.0
jakub kiwior,Premier League,Centre-Back,Arsenal FC,1.89,28000000.0
ayden heaven,Premier League,Centre-Back,Arsenal FC,1.89,5000000.0
zane monlouis,Premier League,Centre-Back,Arsenal FC,1.86,400000.0
maldini kacurri,Premier League,Centre-Back,Arsenal FC,1.89,300000.0
brayden clarke,Premier League,Centre-Back,Arsenal FC,,
myles lewisskelly,Premier League,Left-Back,Arsenal FC,1.78,45000000.0
riccardo calafiori,Premier League,Left-Back,Arsenal FC,1.88,35000000.0
oleksandr zinchenko,Premier League,Left-Back,Arsenal FC,1.75,20000000.0
kieran tierney,Premier League,Left-Back,Arsenal FC,1.8,9000000.0
jurrien timber,Premier League,Right-Back,Arsenal FC,1.79,55000000.0
ben white,Premier League,Right-Back,Arsenal FC,1.86,45000000.0
takehiro tomiyasu,Premier League,Right-Back,Arsenal FC,1.88,18000000.0
josh robinson,Premier League,Right-Back,Arsenal FC,,
josh nichols,Premier League,Right-Back,Arsenal FC,,
thomas partey,Premier League,Defensive Midfield,Arsenal FC,1.85,14000000.0
jorginho,Premier League,Defensive Midfield,Arsenal FC,1.8,6000000.0
jack henryfrancis,Premier League,Defensive Midfield,Arsenal FC,1.81,200000.0
michal rosiak,Premier League,Defensive Midfield,Arsenal FC,1.8,
declan rice,Premier League,Central Midfield,Arsenal FC,1.88,120000000.0
mikel merino,Premier League,Central Midfield,Arsenal FC,1.89,35000000.0
salaheddine oulad mhand,Premier League,Central Midfield,Arsenal FC,1.77,400000.0
jimi gower,Premier League,Central Midfield,Arsenal FC,1.81,
martin degaard,Premier League,Attacking Midfield,Arsenal FC,1.78,85000000.0
gabriel martinelli,Premier League,Left Winger,Arsenal FC,1.78,55000000.0
leandro trossard,Premier League,Left Winger,Arsenal FC,1.72,22000000.0
bukayo saka,Premier League,Right Winger,Arsenal FC,1.78,150000000.0
ethan nwaneri,Premier League,Right Winger,Arsenal FC,1.76,55000000.0
reiss nelson,Premier League,Right Winger,Arsenal FC,1.75,16000000.0
raheem sterling,Premier League,Right Winger,Arsenal FC,1.7,10000000.0
ismeal kabia,Premier League,Right Winger,Arsenal FC,,
kai havertz,Premier League,Centre-Forward,Arsenal FC,1.93,65000000.0
gabriel jesus,Premier League,Centre-Forward,Arsenal FC,1.75,32000000.0
eddie nketiah,Premier League,Centre-Forward,Arsenal FC,1.75,18000000.0
nathan butleroyedeji,Premier League,Centre-Forward,Arsenal FC,1.77,1000000.0
alisson,Premier League,Goalkeeper,Liverpool FC,1.93,20000000.0
caoimhin kelleher,Premier League,Goalkeeper,Liverpool FC,1.88,20000000.0
vitezslav jaros,Premier League,Goalkeeper,Liverpool FC,1.9,4000000.0
harvey davies,Premier League,Goalkeeper,Liverpool FC,1.9,500000.0
ibrahima konate,Premier League,Centre-Back,Liverpool FC,1.94,60000000.0
virgil van dijk,Premier League,Centre-Back,Liverpool FC,1.95,23000000.0
joe gomez,Premier League,Centre-Back,Liverpool FC,1.88,20000000.0
jarell quansah,Premier League,Centre-Back,Liverpool FC,1.9,20000000.0
amara nallo,Premier League,Centre-Back,Liverpool FC,1.86,1000000.0
konstantinos tsimikas,Premier League,Left-Back,Liverpool FC,1.79,18000000.0
andrew robertson,Premier League,Left-Back,Liverpool FC,1.78,18000000.0
james norris,Premier League,Left-Back,Liverpool FC,1.72,150000.0
trent alexanderarnold,Premier League,Right-Back,Liverpool FC,1.8,75000000.0
conor bradley,Premier League,Right-Back,Liverpool FC,1.81,30000000.0
isaac mabaya,Premier League,Right-Back,Liverpool FC,,
ryan gravenberch,Premier League,Defensive Midfield,Liverpool FC,1.9,75000000.0
wataru endo,Premier League,Defensive Midfield,Liverpool FC,1.78,8000000.0
tyler morton,Premier League,Defensive Midfield,Liverpool FC,1.85,7000000.0
alexis mac allister,Premier League,Central Midfield,Liverpool FC,1.76,100000000.0
curtis jones,Premier League,Central Midfield,Liverpool FC,1.85,45000000.0
trey nyoni,Premier League,Central Midfield,Liverpool FC,1.8,4500000.0
james mcconnell,Premier League,Central Midfield,Liverpool FC,,2000000.0
dominik szoboszlai,Premier League,Attacking Midfield,Liverpool FC,1.87,80000000.0
harvey elliott,Premier League,Attacking Midfield,Liverpool FC,1.7,30000000.0
kieran morrison,Premier League,Attacking Midfield,Liverpool FC,1.8,
luis diaz,Premier League,Left Winger,Liverpool FC,1.8,70000000.0
cody gakpo,Premier League,Left Winger,Liverpool FC,1.93,70000000.0
trent konedoherty,Premier League,Left Winger,Liverpool FC,1.75,
rio ngumoha,Premier League,Left Winger,Liverpool FC,1.7,
mohamed salah,Premier League,Right Winger,Liverpool FC,1.75,50000000.0
federico chiesa,Premier League,Right Winger,Liverpool FC,1.75,14000000.0
ranel young,Premier League,Right Winger,Liverpool FC,,
darwin nunez,Premier League,Centre-Forward,Liverpool FC,1.87,45000000.0
diogo jota,Premier League,Centre-Forward,Liverpool FC,1.78,40000000.0
jayden danns,Premier League,Centre-Forward,Liverpool FC,1.83,800000.0
andre onana,Premier League,Goalkeeper,Manchester United,1.9,25000000.0
altay bayndr,Premier League,Goalkeeper,Manchester United,1.98,8000000.0
tom heaton,Premier League,Goalkeeper,Manchester United,1.88,200000.0
dermot mee,Premier League,Goalkeeper,Manchester United,1.83,
hubert graczyk,Premier League,Goalkeeper,Manchester United,1.87,
elyh harrison,Premier League,Goalkeeper,Manchester United,,
will murdock,Premier League,Goalkeeper,Manchester United,,
leny yoro,Premier League,Centre-Back,Manchester United,1.9,55000000.0
lisandro martinez,Premier League,Centre-Back,Manchester United,1.75,40000000.0
matthijs de ligt,Premier League,Centre-Back,Manchester United,1.89,38000000.0
harry maguire,Premier League,Centre-Back,Manchester United,1.94,13000000.0
victor lindelof,Premier League,Centre-Back,Manchester United,1.87,8000000.0
ayden heaven,Premier League,Centre-Back,Manchester United,1.89,5000000.0
tyler fredricson,Premier League,Centre-Back,Manchester United,,3000000.0
jonny evans,Premier League,Centre-Back,Manchester United,1.88,1000000.0
godwill kukonki,Premier League,Centre-Back,Manchester United,1.96,
patrick dorgu,Premier League,Left-Back,Manchester United,1.85,25000000.0
luke shaw,Premier League,Left-Back,Manchester United,1.78,12000000.0
tyrell malacia,Premier League,Left-Back,Manchester United,1.69,8000000.0
harry amass,Premier League,Left-Back,Manchester United,1.81,5000000.0
diogo dalot,Premier League,Right-Back,Manchester United,1.83,30000000.0
noussair mazraoui,Premier League,Right-Back,Manchester United,1.83,25000000.0
habeeb ogunneye,Premier League,Right-Back,Manchester United,,
